PR_Month,Delivery_Month,Material,PR_Qty,Delivery_Qty
4,4,51022070125086,0,0
5,5,51022070125086,0,0
6,6,51022070125086,6,6
7,7,51022070125086,0,0
8,8,51022070125086,0,0
9,9,51022070125086,0,0
10,10,51022070125086,6,6
11,11,51022070125086,0,0
12,12,51022070125086,0,0
1,1,51022070125087,0,0
2,2,51022070125087,0,0
3,3,51022070125087,0,0
4,4,51022070125087,0,0
5,5,51022070125087,0,0
6,6,51022070125087,0,0
7,7,51022070125087,0,0
8,8,51022070125087,0,0
9,9,51022070125087,0,0
10,10,51022070125087,1,1
11,11,51022070125087,0,0
12,12,51022070125087,0,0
1,1,51022070125090,0,0
2,2,51022070125090,0,0
3,3,51022070125090,3,3
4,4,51022070125090,0,0
5,5,51022070125090,2,2
6,6,51022070125090,0,0
7,7,51022070125090,0,0
8,8,51022070125090,0,0
9,9,51022070125090,2,2
10,10,51022070125090,0,0
11,11,51022070125090,0,0
12,12,51022070125090,0,0
1,1,51022070125091,2,2
2,2,51022070125091,0,0
3,3,51022070125091,0,0
4,4,51022070125091,3,3
5,5,51022070125091,0,0
6,6,51022070125091,0,0
7,7,51022070125091,1,1
8,8,51022070125091,2,2
9,9,51022070125091,2,2
9,10,51022070125091,2,2
10,10,51022070125091,0,0
11,11,51022070125091,0,0
12,12,51022070125091,0,0
1,1,51022070125093,2,2
2,2,51022070125093,0,0
3,3,51022070125093,0,0
4,4,51022070125093,2,2
5,5,51022070125093,0,0
6,6,51022070125093,0,0
7,7,51022070125093,0,0
8,8,51022070125093,2,2
9,10,51022070125093,2,2
10,10,51022070125093,0,0
11,11,51022070125093,0,0
12,12,51022070125093,0,0
1,1,51022070125096,0,0
2,2,51022070125096,2,2
3,3,51022070125096,0,0
4,4,51022070125096,0,0
5,5,51022070125096,0,0
6,6,51022070125096,0,0
7,7,51022070125096,0,0
8,9,51022070125096,3,3
9,9,51022070125096,0,0
10,10,51022070125096,0,0
11,11,51022070125096,0,0
12,12,51022070125096,0,0
1,1,51022070125097,5,5
2,2,51022070125097,0,0
3,3,51022070125097,0,0
4,4,51022070125097,0,0
5,5,51022070125097,0,0
6,6,51022070125097,0,0
7,7,51022070125097,0,0
8,8,51022070125097,0,0
9,9,51022070125097,0,0
10,10,51022070125097,0,0
11,11,51022070125097,4,4
12,12,51022070125097,0,0
1,1,51022070125098,2,2
2,2,51022070125098,0,0
3,3,51022070125098,0,0
4,4,51022070125098,0,0
5,5,51022070125098,0,0
6,6,51022070125098,0,0
7,7,51022070125098,0,0
8,8,51022070125098,0,0
9,9,51022070125098,0,0
10,10,51022070125098,0,0
11,11,51022070125098,0,0
12,12,51022070125098,0,0
1,1,51022070125099,4,4
2,2,51022070125099,0,0
3,3,51022070125099,0,0
4,4,51022070125099,0,0
5,5,51022070125099,0,0
6,6,51022070125099,0,0
7,7,51022070125099,0,0
8,8,51022070125099,0,0
9,9,51022070125099,0,0
10,10,51022070125099,0,0
11,11,51022070125099,1,1
12,12,51022070125099,0,0
1,1,51022070125100,0,0
2,2,51022070125100,0,0
3,3,51022070125100,1,1
4,4,51022070125100,0,0
5,5,51022070125100,0,0
6,6,51022070125100,0,0
7,7,51022070125100,0,0
8,8,51022070125100,0,0
9,9,51022070125100,0,0
10,10,51022070125100,0,0
11,11,51022070125100,0,0
12,12,51022070125100,0,0
1,1,51022070125101,4,4
2,2,51022070125101,0,0
3,3,51022070125101,0,0
4,4,51022070125101,0,0
5,5,51022070125101,0,0
6,6,51022070125101,0,0
7,7,51022070125101,0,0
8,8,51022070125101,0,0
9,9,51022070125101,0,0
10,10,51022070125101,0,0
11,11,51022070125101,0,0
12,12,51022070125101,0,0
1,1,51022070125103,0,0
2,2,51022070125103,0,0
3,3,51022070125103,0,0
4,4,51022070125103,0,0
5,5,51022070125103,0,0
6,6,51022070125103,0,0
7,7,51022070125103,0,0
8,8,51022070125103,2,2
9,9,51022070125103,0,0
10,10,51022070125103,0,0
11,11,51022070125103,0,0
12,12,51022070125103,0,0
1,1,51022070125104,0,0
2,2,51022070125104,25,25
3,3,51022070125104,0,0
4,4,51022070125104,0,0
5,5,51022070125104,0,0
6,6,51022070125104,0,0
7,7,51022070125104,0,0
8,8,51022070125104,5,5
9,9,51022070125104,0,0
10,10,51022070125104,5,5
11,11,51022070125104,5,5
12,12,51022070125104,0,0
1,1,51022070125107,25,25
2,2,51022070125107,0,0
3,3,51022070125107,0,0
4,4,51022070125107,25,25
5,5,51022070125107,0,0
6,6,51022070125107,0,0
7,8,51022070125107,25,25
8,8,51022070125107,0,0
9,9,51022070125107,0,0
10,10,51022070125107,25,25
11,11,51022070125107,0,0
12,12,51022070125107,0,0
1,1,51022070125111,11,11
2,2,51022070125111,0,0
3,3,51022070125111,15,15
4,4,51022070125111,11,11
5,5,51022070125111,6,6
6,6,51022070125111,6,6
7,7,51022070125111,12,12
7,8,51022070125111,12,6
8,8,51022070125111,50,30
9,9,51022070125111,0,0
10,10,51022070125111,6,6
10,11,51022070125111,10,5
11,12,51022070125111,5,5
12,12,51022070125111,0,0
1,1,51022070125112,0,0
2,2,51022070125112,0,0
3,3,51022070125112,0,0
4,4,51022070125112,1,1
5,5,51022070125112,0,0
6,6,51022070125112,0,0
7,7,51022070125112,1,1
8,8,51022070125112,0,0
9,10,51022070125112,2,2
10,10,51022070125112,0,0
11,11,51022070125112,0,0
12,12,51022070125112,0,0
1,1,51022070125113,0,0
2,2,51022070125113,1,1
3,3,51022070125113,0,0
4,4,51022070125113,0,0
5,5,51022070125113,0,0
6,6,51022070125113,0,0
7,7,51022070125113,0,0
8,8,51022070125113,0,0
9,9,51022070125113,0,0
10,10,51022070125113,0,0
11,11,51022070125113,0,0
12,12,51022070125113,0,0
1,1,51022070125120,0,0
2,3,51022070125120,1,1
3,3,51022070125120,0,0
4,4,51022070125120,0,0
5,5,51022070125120,1,1
6,6,51022070125120,0,0
7,7,51022070125120,1,1
8,8,51022070125120,0,0
9,9,51022070125120,0,0
10,10,51022070125120,1,1
11,11,51022070125120,1,1
12,12,51022070125120,0,0
1,1,51022070125121,0,0
2,2,51022070125121,0,0
3,3,51022070125121,0,0
4,4,51022070125121,3,3
5,5,51022070125121,0,0
6,6,51022070125121,0,0
7,7,51022070125121,0,0
8,8,51022070125121,0,0
9,9,51022070125121,0,0
10,10,51022070125121,0,0
11,11,51022070125121,0,0
12,12,51022070125121,0,0
1,1,51022070125122,0,0
2,2,51022070125122,0,0
3,3,51022070125122,0,0
4,4,51022070125122,0,0
5,5,51022070125122,0,0
6,6,51022070125122,0,0
7,7,51022070125122,0,0
8,8,51022070125122,1000,1000
9,9,51022070125122,0,0
10,10,51022070125122,0,0
11,11,51022070125122,1000,1000
12,12,51022070125122,0,0
1,1,51022070125123,0,0
2,2,51022070125123,0,0
3,3,51022070125123,0,0
4,4,51022070125123,1,1
5,5,51022070125123,0,0
6,6,51022070125123,0,0
7,7,51022070125123,0,0
8,8,51022070125123,1,1
9,9,51022070125123,0,0
10,10,51022070125123,0,0
11,11,51022070125123,0,0
12,12,51022070125123,0,0
1,1,51022070125125,50,50
2,2,51022070125125,0,0
3,3,51022070125125,0,0
4,4,51022070125125,0,0
5,5,51022070125125,50,50
6,6,51022070125125,0,0
7,7,51022070125125,0,0
8,8,51022070125125,50,50
9,9,51022070125125,50,50
10,10,51022070125125,0,0
11,11,51022070125125,0,0
12,12,51022070125125,0,0
1,1,51022070125129,20,10
2,2,51022070125129,0,0
3,3,51022070125129,0,0
4,4,51022070125129,20,10
5,5,51022070125129,11,11
6,6,51022070125129,0,0
7,7,51022070125129,10,10
8,8,51022070125129,0,0
9,9,51022070125129,10,10
10,10,51022070125129,0,0
11,11,51022070125129,10,10
12,12,51022070125129,0,0
1,1,51022070125131,0,0
2,2,51022070125131,2,2
3,3,51022070125131,0,0
4,4,51022070125131,0,0
5,5,51022070125131,0,0
6,6,51022070125131,0,0
7,7,51022070125131,1,1
8,8,51022070125131,0,0
9,9,51022070125131,1,1
10,10,51022070125131,0,0
11,11,51022070125131,1,1
12,12,51022070125131,0,0
1,1,51022070125135,1,1
2,2,51022070125135,0,0
3,3,51022070125135,1,1
4,4,51022070125135,0,0
5,5,51022070125135,1,1
6,6,51022070125135,0,0
7,7,51022070125135,0,0
8,8,51022070125135,0,0
9,10,51022070125135,1,1
10,10,51022070125135,1,1
11,11,51022070125135,0,0
12,12,51022070125135,0,0
1,1,51022070125137,0,0
2,2,51022070125137,0,0
3,3,51022070125137,0,0
4,4,51022070125137,0,0
5,5,51022070125137,0,0
6,6,51022070125137,1,1
7,7,51022070125137,3,3
8,8,51022070125137,0,0
9,9,51022070125137,0,0
10,10,51022070125137,0,0
11,11,51022070125137,0,0
12,12,51022070125137,0,0
1,1,51022070125138,0,0
2,2,51022070125138,0,0
3,3,51022070125138,0,0
4,4,51022070125138,0,0
5,5,51022070125138,0,0
6,6,51022070125138,1,1
7,7,51022070125138,1,1
8,8,51022070125138,0,0
9,9,51022070125138,0,0
10,10,51022070125138,2,2
11,11,51022070125138,0,0
12,12,51022070125138,0,0
1,1,51022070125139,0,0
2,2,51022070125139,25,25
3,3,51022070125139,0,0
4,4,51022070125139,0,0
5,6,51022070125139,25,25
6,6,51022070125139,0,0
7,7,51022070125139,0,0
8,8,51022070125139,75,75
9,10,51022070125139,25,25
10,10,51022070125139,0,0
11,11,51022070125139,0,0
12,12,51022070125139,0,0
1,1,51022070125140,0,0
2,2,51022070125140,0,0
3,3,51022070125140,0,0
4,4,51022070125140,0,0
5,5,51022070125140,5,5
6,6,51022070125140,0,0
7,7,51022070125140,0,0
8,8,51022070125140,5,5
9,9,51022070125140,0,0
10,10,51022070125140,0,0
11,11,51022070125140,0,0
12,12,51022070125140,0,0
1,1,51022070125141,5,5
2,2,51022070125141,0,0
3,3,51022070125141,5,5
4,4,51022070125141,0,0
5,5,51022070125141,5,5
6,6,51022070125141,0,0
7,7,51022070125141,5,5
8,8,51022070125141,25,15
9,9,51022070125141,2,2
10,10,51022070125141,5,5
10,11,51022070125141,6,6
11,11,51022070125141,1,1
12,12,51022070125141,0,0
1,1,51022070125143,0,0
2,2,51022070125143,0,0
3,3,51022070125143,0,0
4,4,51022070125143,0,0
5,5,51022070125143,0,0
6,6,51022070125143,0,0
7,7,51022070125143,0,0
8,8,51022070125143,0,0
9,9,51022070125143,0,0
10,10,51022070125143,0,0
11,11,51022070125143,1,1
12,12,51022070125143,0,0
1,1,51022070125146,5,5
2,2,51022070125146,10,10
3,3,51022070125146,0,0
4,4,51022070125146,5,5
5,5,51022070125146,5,5
6,6,51022070125146,0,0
7,7,51022070125146,5,5
8,8,51022070125146,25,25
9,9,51022070125146,0,0
10,10,51022070125146,0,0
11,11,51022070125146,0,0
12,12,51022070125146,0,0
1,1,51022070125173,0,0
2,2,51022070125173,0,0
3,3,51022070125173,0,0
4,4,51022070125173,0,0
5,5,51022070125173,0,0
6,6,51022070125173,0,0
7,7,51022070125173,0,0
8,8,51022070125173,0,0
9,9,51022070125173,0,0
10,10,51022070125173,200,200
10,11,51022070125173,200,200
11,11,51022070125173,0,0
12,12,51022070125173,0,0
1,1,51022070125176,0,0
2,2,51022070125176,0,0
3,3,51022070125176,2,2
4,4,51022070125176,2,2
5,5,51022070125176,0,0
6,6,51022070125176,0,0
7,7,51022070125176,0,0
8,8,51022070125176,0,0
9,9,51022070125176,0,0
10,10,51022070125176,0,0
11,11,51022070125176,0,0
12,12,51022070125176,0,0
1,1,51022070125177,0,0
2,2,51022070125177,0,0
3,3,51022070125177,5,5
4,4,51022070125177,0,0
5,5,51022070125177,0,0
6,6,51022070125177,0,0
7,7,51022070125177,0,0
8,8,51022070125177,0,0
9,9,51022070125177,0,0
10,10,51022070125177,0,0
11,12,51022070125177,5,5
12,12,51022070125177,0,0
1,1,51022070125180,0,0
2,2,51022070125180,0,0
3,3,51022070125180,0,0
4,4,51022070125180,0,0
5,5,51022070125180,0,0
6,6,51022070125180,0,0
7,7,51022070125180,0,0
8,8,51022070125180,0,0
9,9,51022070125180,0,0
10,10,51022070125180,0,0
11,11,51022070125180,1,1
12,12,51022070125180,0,0
1,1,51022070125183,0,0
2,2,51022070125183,0,0
3,3,51022070125183,10,10
4,4,51022070125183,0,0
5,5,51022070125183,0,0
6,6,51022070125183,0,0
7,7,51022070125183,10,10
8,8,51022070125183,0,0
9,9,51022070125183,0,0
10,10,51022070125183,0,0
11,11,51022070125183,0,0
12,12,51022070125183,0,0
1,1,51022070125185,0,0
2,2,51022070125185,0,0
3,3,51022070125185,0,0
4,4,51022070125185,2,2
5,5,51022070125185,0,0
6,6,51022070125185,0,0
7,7,51022070125185,2,2
8,8,51022070125185,0,0
9,9,51022070125185,1,1
10,10,51022070125185,0,0
11,11,51022070125185,1,1
12,12,51022070125185,0,0
1,1,51022070125199,30,30
2,3,51022070125199,50,50
3,3,51022070125199,50,50
4,4,51022070125199,60,60
5,5,51022070125199,0,0
6,6,51022070125199,0,0
7,7,51022070125199,60,60
8,8,51022070125199,0,0
9,9,51022070125199,0,0
10,10,51022070125199,0,0
11,11,51022070125199,50,50
12,12,51022070125199,0,0
1,1,51050000000002,20,20
2,2,51050000000002,20,20
3,4,51050000000002,10,10
4,4,51050000000002,10,10
5,5,51050000000002,40,20
6,6,51050000000002,20,20
7,7,51050000000002,20,20
7,8,51050000000002,40,20
8,8,51050000000002,0,0
9,9,51050000000002,40,20
10,10,51050000000002,40,20
11,11,51050000000002,12,12
12,12,51050000000002,0,0
1,1,51050000000004,20,20
2,2,51050000000004,10,10
3,3,51050000000004,20,20
4,4,51050000000004,10,10
4,5,51050000000004,10,10
5,5,51050000000004,0,0
6,6,51050000000004,30,30
7,7,51050000000004,10,10
7,8,51050000000004,10,10
8,9,51050000000004,10,10
9,9,51050000000004,10,10
10,10,51050000000004,20,20
11,11,51050000000004,20,20
12,12,51050000000004,0,0
1,1,51050000000011,80,50
2,2,51050000000011,45,45
3,3,51050000000011,40,40
3,4,51050000000011,20,20
4,4,51050000000011,30,30
4,5,51050000000011,30,30
5,5,51050000000011,20,20
6,6,51050000000011,60,40
7,7,51050000000011,60,60
8,8,51050000000011,40,20
8,9,51050000000011,60,40
9,9,51050000000011,40,20
10,10,51050000000011,60,40
11,11,51050000000011,120,70
12,12,51050000000011,0,0
1,1,51050000000024,0,0
2,2,51050000000024,0,0
3,3,51050000000024,0,0
4,4,51050000000024,0,0
5,5,51050000000024,0,0
6,6,51050000000024,2,2
7,7,51050000000024,0,0
8,8,51050000000024,0,0
9,9,51050000000024,0,0
10,10,51050000000024,0,0
11,11,51050000000024,0,0
12,12,51050000000024,0,0
1,1,51050000000029,420,60
2,2,51050000000029,0,0
3,3,51050000000029,60,60
3,4,51050000000029,40,40
4,4,51050000000029,60,60
4,5,51050000000029,40,20
5,5,51050000000029,0,0
6,6,51050000000029,0,0
7,7,51050000000029,40,40
8,8,51050000000029,48,48
9,9,51050000000029,50,50
10,10,51050000000029,0,0
11,11,51050000000029,0,0
12,12,51050000000029,0,0
1,1,51050000000030,0,0
2,2,51050000000030,1000,1000
3,3,51050000000030,0,0
4,4,51050000000030,1000,1000
5,5,51050000000030,0,0
6,6,51050000000030,0,0
7,7,51050000000030,600,600
8,8,51050000000030,0,0
9,9,51050000000030,0,0
10,10,51050000000030,0,0
11,11,51050000000030,600,600
12,12,51050000000030,0,0
1,1,51050000000035,0,0
2,2,51050000000035,0,0
3,3,51050000000035,0,0
4,4,51050000000035,10,10
5,5,51050000000035,0,0
6,6,51050000000035,0,0
7,7,51050000000035,14,7
8,8,51050000000035,0,0
9,9,51050000000035,0,0
10,10,51050000000035,0,0
11,11,51050000000035,6,6
12,12,51050000000035,0,0
1,1,51050000000036,60,30
2,2,51050000000036,0,0
3,3,51050000000036,15,15
3,4,51050000000036,10,10
4,4,51050000000036,0,0
5,5,51050000000036,0,0
6,6,51050000000036,0,0
7,7,51050000000036,0,0
8,8,51050000000036,15,15
9,9,51050000000036,0,0
10,10,51050000000036,0,0
11,11,51050000000036,0,0
12,12,51050000000036,0,0
1,1,51050000000042,0,0
2,2,51050000000042,40,20
3,3,51050000000042,40,20
4,4,51050000000042,20,20
4,5,51050000000042,40,20
5,5,51050000000042,40,20
5,6,51050000000042,20,20
6,6,51050000000042,20,20
7,7,51050000000042,40,20
8,8,51050000000042,20,20
8,9,51050000000042,40,20
9,9,51050000000042,0,0
10,10,51050000000042,60,40
11,11,51050000000042,60,20
12,12,51050000000042,0,0
1,1,51050000000043,0,0
2,2,51050000000043,0,0
3,3,51050000000043,0,0
4,4,51050000000043,0,0
5,5,51050000000043,0,0
6,6,51050000000043,0,0
7,7,51050000000043,0,0
8,8,51050000000043,0,0
9,9,51050000000043,0,0
10,10,51050000000043,0,0
11,11,51050000000043,10,10
12,12,51050000000043,0,0
1,1,51050000000047,10,10
2,2,51050000000047,10,10
3,3,51050000000047,0,0
4,4,51050000000047,20,20
5,5,51050000000047,0,0
6,6,51050000000047,20,20
7,7,51050000000047,0,0
8,8,51050000000047,10,10
9,9,51050000000047,0,0
10,10,51050000000047,30,30
11,11,51050000000047,10,10
12,12,51050000000047,0,0
1,1,51050000000048,5,5
2,3,51050000000048,5,5
3,3,51050000000048,10,5
4,4,51050000000048,15,5
5,5,51050000000048,15,15
6,6,51050000000048,0,0
7,7,51050000000048,0,0
8,8,51050000000048,0,0
9,9,51050000000048,0,0
10,10,51050000000048,10,10
11,11,51050000000048,0,0
12,12,51050000000048,0,0
1,1,51050000000054,10,10
2,2,51050000000054,20,20
3,3,51050000000054,20,20
4,4,51050000000054,20,20
5,5,51050000000054,40,20
6,6,51050000000054,0,0
7,7,51050000000054,15,15
8,8,51050000000054,20,20
9,9,51050000000054,0,0
10,10,51050000000054,20,20
11,11,51050000000054,20,20
12,12,51050000000054,0,0
1,1,51050000000056,0,0
2,2,51050000000056,0,0
3,3,51050000000056,500,500
4,4,51050000000056,500,500
5,5,51050000000056,0,0
6,6,51050000000056,0,0
7,7,51050000000056,2000,2000
8,8,51050000000056,0,0
9,10,51050000000056,1000,1000
10,10,51050000000056,0,0
11,11,51050000000056,1000,1000
12,12,51050000000056,0,0
1,1,51050000000060,30,30
2,2,51050000000060,0,0
3,3,51050000000060,30,30
4,4,51050000000060,30,30
5,5,51050000000060,30,30
5,6,51050000000060,15,15
6,6,51050000000060,15,15
7,7,51050000000060,0,0
8,8,51050000000060,0,0
9,9,51050000000060,30,30
10,10,51050000000060,0,0
11,11,51050000000060,15,15
12,12,51050000000060,0,0
1,1,51050000000065,0,0
2,2,51050000000065,0,0
3,3,51050000000065,20,20
4,4,51050000000065,0,0
5,5,51050000000065,0,0
6,6,51050000000065,0,0
7,7,51050000000065,0,0
8,8,51050000000065,20,20
9,9,51050000000065,10,10
10,10,51050000000065,0,0
11,11,51050000000065,0,0
12,12,51050000000065,0,0
1,1,51050000000080,10,10
2,2,51050000000080,0,0
3,3,51050000000080,20,20
4,4,51050000000080,0,0
5,5,51050000000080,0,0
6,6,51050000000080,0,0
7,7,51050000000080,10,10
8,8,51050000000080,20,20
9,9,51050000000080,0,0
10,10,51050000000080,0,0
11,11,51050000000080,10,9
12,12,51050000000080,0,0
1,1,51050000000082,0,0
2,2,51050000000082,10,10
3,3,51050000000082,0,0
4,4,51050000000082,0,0
5,5,51050000000082,0,0
6,6,51050000000082,0,0
7,7,51050000000082,0,0
8,8,51050000000082,0,0
9,9,51050000000082,0,0
10,10,51050000000082,0,0
11,11,51050000000082,0,0
12,12,51050000000082,0,0
1,1,51050000000083,0,0
2,2,51050000000083,0,0
3,3,51050000000083,5,5
4,4,51050000000083,0,0
5,5,51050000000083,10,10
6,6,51050000000083,5,5
7,7,51050000000083,5,5
8,8,51050000000083,5,5
8,9,51050000000083,10,10
9,9,51050000000083,0,0
10,10,51050000000083,20,20
11,11,51050000000083,10,10
12,12,51050000000083,0,0
1,1,51050000000084,0,0
2,2,51050000000084,5,5
2,3,51050000000084,5,5
3,3,51050000000084,5,5
4,4,51050000000084,5,5
5,5,51050000000084,5,5
6,6,51050000000084,5,5
7,7,51050000000084,0,0
8,8,51050000000084,10,10
9,9,51050000000084,0,0
10,10,51050000000084,1,1
11,11,51050000000084,0,0
12,12,51050000000084,0,0
1,1,51050000000119,3,3
2,2,51050000000119,0,0
3,3,51050000000119,4,4
4,4,51050000000119,0,0
5,5,51050000000119,0,0
6,6,51050000000119,0,0
7,7,51050000000119,0,0
8,8,51050000000119,0,0
9,9,51050000000119,0,0
10,10,51050000000119,0,0
11,11,51050000000119,0,0
12,12,51050000000119,0,0
1,1,51050000000120,0,0
2,2,51050000000120,0,0
3,3,51050000000120,20,20
4,4,51050000000120,0,0
5,6,51050000000120,20,20
6,6,51050000000120,0,0
7,7,51050000000120,0,0
8,8,51050000000120,20,20
9,9,51050000000120,0,0
10,10,51050000000120,20,20
11,12,51050000000120,15,15
12,12,51050000000120,0,0
1,1,51050000000122,0,0
2,2,51050000000122,0,0
3,3,51050000000122,0,0
4,4,51050000000122,0,0
5,5,51050000000122,0,0
6,6,51050000000122,0,0
7,7,51050000000122,2,2
8,8,51050000000122,0,0
9,9,51050000000122,0,0
10,10,51050000000122,0,0
11,11,51050000000122,1,1
12,12,51050000000122,0,0
1,1,51050000000128,0,0
2,2,51050000000128,22500,15000
3,3,51050000000128,0,0
4,4,51050000000128,0,0
5,5,51050000000128,0,0
6,6,51050000000128,0,0
7,7,51050000000128,0,0
8,8,51050000000128,0,0
9,9,51050000000128,0,0
10,10,51050000000128,0,0
11,11,51050000000128,0,0
12,12,51050000000128,0,0
1,1,51050000000132,4,4
2,2,51050000000132,4,3
3,3,51050000000132,0,0
4,4,51050000000132,0,0
5,5,51050000000132,0,0
6,6,51050000000132,0,0
7,7,51050000000132,0,0
8,8,51050000000132,0,0
9,9,51050000000132,0,0
10,10,51050000000132,0,0
11,11,51050000000132,0,0
12,12,51050000000132,0,0
1,1,51050000000138,0,0
2,2,51050000000138,3,3
3,3,51050000000138,0,0
4,4,51050000000138,2,2
4,5,51050000000138,1,1
5,5,51050000000138,0,0
6,6,51050000000138,0,0
7,7,51050000000138,0,0
8,8,51050000000138,0,0
9,9,51050000000138,0,0
10,10,51050000000138,0,0
11,11,51050000000138,0,0
12,12,51050000000138,0,0
1,1,51050000000140,40,40
2,2,51050000000140,0,0
3,3,51050000000140,0,0
4,4,51050000000140,0,0
5,5,51050000000140,0,0
6,6,51050000000140,0,0
7,7,51050000000140,0,0
8,8,51050000000140,0,0
9,9,51050000000140,0,0
10,10,51050000000140,0,0
11,11,51050000000140,0,0
12,12,51050000000140,0,0
1,1,51050000000141,0,0
2,2,51050000000141,10,10
3,3,51050000000141,10,10
4,4,51050000000141,914,457
5,5,51050000000141,20,20
6,6,51050000000141,0,0
7,7,51050000000141,40,20
7,8,51050000000141,40,20
8,8,51050000000141,0,0
9,9,51050000000141,0,0
10,10,51050000000141,10,10
10,11,51050000000141,10,10
11,11,51050000000141,10,10
12,12,51050000000141,0,0
1,1,51050000000143,30,30
2,2,51050000000143,0,0
3,3,51050000000143,0,0
4,4,51050000000143,15,15
5,5,51050000000143,30,30
6,6,51050000000143,0,0
7,8,51050000000143,15,15
8,8,51050000000143,15,15
9,9,51050000000143,0,0
10,10,51050000000143,0,0
11,11,51050000000143,0,0
12,12,51050000000143,0,0
1,1,51050000000147,0,0
2,2,51050000000147,0,0
3,3,51050000000147,20,20
4,4,51050000000147,0,0
5,5,51050000000147,10,10
6,6,51050000000147,0,0
7,7,51050000000147,30,20
8,8,51050000000147,10,10
9,9,51050000000147,0,0
10,10,51050000000147,30,28
11,11,51050000000147,20,20
12,12,51050000000147,0,0
1,1,51050000000148,0,0
2,2,51050000000148,5,5
3,3,51050000000148,0,0
4,4,51050000000148,0,0
5,5,51050000000148,5,5
6,6,51050000000148,0,0
7,7,51050000000148,5,5
8,9,51050000000148,5,5
9,9,51050000000148,0,0
10,10,51050000000148,0,0
11,11,51050000000148,5,5
12,12,51050000000148,0,0
1,1,51050000000160,0,0
2,2,51050000000160,20,20
3,3,51050000000160,20,20
4,4,51050000000160,0,0
5,5,51050000000160,20,20
6,6,51050000000160,20,20
7,7,51050000000160,0,0
8,8,51050000000160,0,0
9,9,51050000000160,20,20
10,10,51050000000160,20,20
11,11,51050000000160,0,0
12,12,51050000000160,0,0
1,1,51050000000162,3000,500
2,2,51050000000162,0,0
3,4,51050000000162,2000,500
4,4,51050000000162,0,0
5,5,51050000000162,0,0
6,6,51050000000162,2500,500
7,7,51050000000162,0,0
8,8,51050000000162,2000,500
9,9,51050000000162,0,0
10,10,51050000000162,0,0
11,11,51050000000162,228,228
11,12,51050000000162,57,57
12,12,51050000000162,0,0
1,1,51050000000164,0,0
2,2,51050000000164,0,0
3,3,51050000000164,0,0
4,4,51050000000164,0,0
5,5,51050000000164,0,0
6,6,51050000000164,0,0
7,7,51050000000164,31,31
8,8,51050000000164,50,50
9,9,51050000000164,57,57
10,10,51050000000164,57,57
10,11,51050000000164,57,57
11,11,51050000000164,342,114
12,12,51050000000164,0,0
1,2,51050000000165,100,100
2,2,51050000000165,0,0
3,3,51050000000165,200,160
4,4,51050000000165,200,200
4,5,51050000000165,200,100
5,6,51050000000165,100,100
6,6,51050000000165,100,100
7,7,51050000000165,100,100
8,8,51050000000165,200,200
9,9,51050000000165,100,100
10,10,51050000000165,300,200
10,11,51050000000165,100,100
11,11,51050000000165,300,150
12,12,51050000000165,0,0
1,1,51050000000172,50,50
1,2,51050000000172,20,20
2,2,51050000000172,0,0
3,3,51050000000172,70,70
4,4,51050000000172,20,20
4,5,51050000000172,20,20
5,5,51050000000172,30,30
6,6,51050000000172,30,30
7,7,51050000000172,20,20
7,8,51050000000172,30,30
8,8,51050000000172,20,20
8,9,51050000000172,20,20
9,9,51050000000172,40,40
10,11,51050000000172,20,20
11,11,51050000000172,40,40
12,12,51050000000172,0,0
1,1,51050000000181,360,360
2,2,51050000000181,120,120
3,3,51050000000181,360,360
4,4,51050000000181,240,240
5,5,51050000000181,360,240
6,6,51050000000181,240,240
7,7,51050000000181,624,504
8,8,51050000000181,120,120
9,9,51050000000181,240,240
10,10,51050000000181,240,240
11,11,51050000000181,408,408
12,12,51050000000181,0,0
1,1,51050000000184,350,350
2,2,51050000000184,200,200
3,3,51050000000184,150,150
4,4,51050000000184,250,250
5,5,51050000000184,250,250
6,6,51050000000184,100,100
7,7,51050000000184,400,300
8,8,51050000000184,100,100
9,9,51050000000184,250,250
10,10,51050000000184,200,200
10,11,51050000000184,150,150
11,11,51050000000184,150,150
12,12,51050000000184,0,0
1,1,51050000000186,150,150
2,2,51050000000186,0,0
3,3,51050000000186,120,120
4,4,51050000000186,60,60
5,5,51050000000186,120,120
6,6,51050000000186,120,120
7,7,51050000000186,360,360
8,8,51050000000186,270,270
9,9,51050000000186,180,180
10,10,51050000000186,120,120
11,11,51050000000186,90,90
12,12,51050000000186,0,0
1,1,51050000000189,140,140
1,2,51050000000189,20,20
2,2,51050000000189,60,60
3,3,51050000000189,100,100
4,4,51050000000189,100,100
4,5,51050000000189,20,20
5,5,51050000000189,60,60
6,6,51050000000189,120,120
7,7,51050000000189,80,80
8,8,51050000000189,100,100
9,9,51050000000189,70,70
10,10,51050000000189,100,100
10,11,51050000000189,20,20
11,11,51050000000189,80,80
11,12,51050000000189,10,10
12,12,51050000000189,0,0
1,1,51050000000200,0,0
2,2,51050000000200,0,0
3,3,51050000000200,12,12
4,4,51050000000200,0,0
5,5,51050000000200,12,12
6,6,51050000000200,0,0
7,7,51050000000200,12,12
8,8,51050000000200,12,12
9,9,51050000000200,12,12
10,10,51050000000200,0,0
11,11,51050000000200,0,0
12,12,51050000000200,0,0
1,1,51050000000201,0,0
2,2,51050000000201,0,0
3,3,51050000000201,0,0
